id,text,intent,source_type,source_category,faq_id
"utt-220","Apa itu Tatap Muka Virtual?","elearning_dan_absensi","faq","E-Learning dan Absensi","220"
"utt-221","Bagaimana cara mengikuti Tatap Muka Virtual di FAST Learning?","elearning_dan_absensi","faq","E-Learning dan Absensi","221"
"utt-222","Apa itu Tatap Muka Kelas?","elearning_dan_absensi","faq","E-Learning dan Absensi","222"
"utt-223","Apa itu Perkuliahan Daring?","elearning_dan_absensi","faq","E-Learning dan Absensi","223"
"utt-224","Bagaimana aturan kehadiran mahasiswa pada Tatap Muka Kelas?","elearning_dan_absensi","faq","E-Learning dan Absensi","224"
"utt-225","Bagaimana aturan kehadiran mahasiswa pada Tatap Muka Virtual?","elearning_dan_absensi","faq","E-Learning dan Absensi","225"
"utt-226","Bagaimana aturan kehadiran mahasiswa pada Perkuliahan Daring?","elearning_dan_absensi","faq","E-Learning dan Absensi","226"
"utt-227","Berapa lama rentang waktu aktivitas mingguan di FAST Learning?","elearning_dan_absensi","faq","E-Learning dan Absensi","227"
"utt-228","Apa kewajiban mahasiswa pada forum diskusi FAST Learning?","elearning_dan_absensi","faq","E-Learning dan Absensi","228"
"utt-229","Bagaimana cara menanggapi forum di FAST Learning?","elearning_dan_absensi","faq","E-Learning dan Absensi","229"
"utt-230","Apa itu kuis di FAST Learning?","elearning_dan_absensi","faq","E-Learning dan Absensi","230"
"utt-231","Bagaimana cara mengerjakan kuis di FAST Learning?","elearning_dan_absensi","faq","E-Learning dan Absensi","231"
"utt-232","Apa perbedaan kuis otomatis dan kuis essay di FAST Learning?","elearning_dan_absensi","faq","E-Learning dan Absensi","232"
"utt-233","Bagaimana cara mengumpulkan tugas di FAST Learning?","elearning_dan_absensi","faq","E-Learning dan Absensi","233"
"utt-234","Bagaimana cara melihat nilai aktivitas di FAST Learning?","elearning_dan_absensi","faq","E-Learning dan Absensi","234"
"utt-235","Apa yang harus dilakukan jika lupa password atau sulit login SSO?","elearning_dan_absensi","faq","E-Learning dan Absensi","235"
"utt-236","Siapa yang dapat dihubungi jika ada kendala FAST Learning?","elearning_dan_absensi","faq","E-Learning dan Absensi","236"
"utt-237","Apa itu surat edaran rektor?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","237"
"utt-238","Siapa saja yang menjadi penerima surat edaran rektor?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","238"
"utt-239","Apa kebijakan Work From Home atau WFH pada hari Jumat?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","239"
"utt-240","Mengapa Universitas Mercu Buana menerapkan WFH hari Jumat?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","240"
"utt-241","Bagaimana pelaksanaan perkuliahan Reguler 1 pada hari Jumat?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","241"
"utt-242","Aplikasi apa yang digunakan untuk perkuliahan Reguler 1 hari Jumat?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","242"
"utt-243","Bagaimana pola pertemuan ganjil dan genap pada perkuliahan Reguler 1 hari Jumat?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","243"
"utt-244","Bagaimana aturan kehadiran dosen pada perkuliahan Reguler 1 hari Jumat?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","244"
"utt-245","Bagaimana aturan kehadiran mahasiswa pada perkuliahan Reguler 1 hari Jumat?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","245"
"utt-246","Bagaimana pelaksanaan perkuliahan Reguler 2 hari Sabtu untuk kode kelas 1F dan 2F?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","246"
"utt-247","Aplikasi apa yang digunakan untuk perkuliahan Reguler 2 hari Sabtu kode kelas 1F dan 2F?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","247"
"utt-248","Bagaimana ketentuan aktivitas pada FAST Learning untuk kelas Reguler 2 hari Sabtu?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","248"
"utt-249","Bagaimana aturan kehadiran mahasiswa pada FAST Learning?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","249"
"utt-250","Bagaimana pelaksanaan perkuliahan Reguler 2 hari Sabtu untuk kelas selain 1F dan 2F?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","250"
"utt-251","Apakah masih ada perkuliahan offline pada hari Sabtu?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","251"
"utt-252","Bagaimana aturan kegiatan akademik pada hari Sabtu selama kebijakan WFH?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","252"
"utt-253","Apakah praktikum tetap boleh tatap muka selama kebijakan WFH?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","253"
"utt-254","Apa isi surat edaran tentang keluarga UMB yang terdampak bencana alam Sumatera?","kebijakan_kampus","faq","Surat Edaran dan Kebijakan Kampus","254"
"utt-255","Kapan perkuliahan semester genap 2025/2026 dimulai?","kalender_dan_pengumuman","faq","Kalender Akademik","255"
"utt-256","Apa saja jenis pertemuan pada Kalender FAST Learning?","kalender_dan_pengumuman","faq","Kalender Akademik","256"
"utt-257","Apa itu TMV pada Kalender FAST Learning?","kalender_dan_pengumuman","faq","Kalender Akademik","257"
"utt-258","Apa itu TMK pada Kalender FAST Learning?","kalender_dan_pengumuman","faq","Kalender Akademik","258"
"utt-259","Apa itu perkuliahan Daring pada Kalender FAST Learning?","kalender_dan_pengumuman","faq","Kalender Akademik","259"
"utt-260","Bagaimana pola pertemuan FAST Learning untuk kelas Senin?","kalender_dan_pengumuman","faq","Kalender Akademik","260"
"utt-261","Bagaimana pola pertemuan FAST Learning untuk kelas Selasa?","kalender_dan_pengumuman","faq","Kalender Akademik","261"
"utt-262","Bagaimana pola pertemuan FAST Learning untuk kelas Rabu?","kalender_dan_pengumuman","faq","Kalender Akademik","262"
"utt-263","Bagaimana pola pertemuan FAST Learning untuk kelas Kamis?","kalender_dan_pengumuman","faq","Kalender Akademik","263"
"utt-264","Bagaimana pola pertemuan FAST Learning untuk kelas Jumat?","kalender_dan_pengumuman","faq","Kalender Akademik","264"
"utt-265","Bagaimana pola pertemuan FAST Learning untuk kelas Sabtu?","kalender_dan_pengumuman","faq","Kalender Akademik","265"
"utt-266","Kapan UTS dan UAS pada Kalender FAST Learning?","kalender_dan_pengumuman","faq","Kalender Akademik","266"
"utt-267","Apa saja tanggal penting pada Kalender FAST Learning Genap 2025/2026?","kalender_dan_pengumuman","faq","Kalender Akademik","267"
"utt-268","Kapan libur Hari Raya Natal 2025 di Universitas Mercu Buana?","kalender_dan_pengumuman","faq","Pengumuman Kampus","268"
"utt-269","Kapan libur Tahun Baru Imlek 2577 Kongzili?","kalender_dan_pengumuman","faq","Pengumuman Kampus","269"
"utt-270","Kapan libur Hari Suci Nyepi 2026?","kalender_dan_pengumuman","faq","Pengumuman Kampus","270"
"utt-271","Kapan libur Idul Fitri 1 Syawal 1447 H?","kalender_dan_pengumuman","faq","Pengumuman Kampus","271"
"utt-272","Kapan aktivitas kampus kembali normal setelah libur Idul Fitri 2026?","kalender_dan_pengumuman","faq","Pengumuman Kampus","272"
"utt-273","Apa aturan keamanan kampus selama masa libur?","kalender_dan_pengumuman","faq","Pengumuman Kampus","273"
"utt-274","Kapan pengambilan KTM BNI Reguler 1 Semester Ganjil 2025/2026?","kalender_dan_pengumuman","faq","Pengumuman Kampus","274"
"utt-275","Di mana lokasi pengambilan KTM BNI Reguler 1?","kalender_dan_pengumuman","faq","Pengumuman Kampus","275"
"utt-276","Apa syarat pengambilan KTM BNI?","kalender_dan_pengumuman","faq","Pengumuman Kampus","276"
"utt-277","Bagaimana jika nama mahasiswa belum tercantum pada daftar pengambilan KTM?","kalender_dan_pengumuman","faq","Pengumuman Kampus","277"
"utt-278","Apa kontak FAST Learning yang bisa dihubungi mahasiswa?","layanan_akademik_dan_kontak","faq","Kontak Penting","278"
"utt-279","Apa saja website penting untuk mahasiswa Universitas Mercu Buana?","layanan_akademik_dan_kontak","faq","Kontak Penting","279"
"utt-280","Kapan jam pelayanan FAST Learning dan layanan terkait?","layanan_akademik_dan_kontak","faq","Kontak Penting","280"
"utt-281","Apa saja layanan e-resource Perpustakaan UMB?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","281"
"utt-282","Apakah username dan password e-resource boleh disebarkan?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","282"
"utt-283","Siapa yang bisa dihubungi untuk akses e-resource Perpustakaan UMB?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","283"
"utt-284","Apa itu IEEE Xplore?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","284"
"utt-285","Bagaimana cara mencari artikel di IEEE Xplore?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","285"
"utt-286","Apa saja fitur penting di IEEE Xplore?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","286"
"utt-287","Apa itu Gale?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","287"
"utt-288","Apa saja fitur pencarian di Gale?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","288"
"utt-289","Bagaimana cara menyimpan atau mengolah artikel di Gale?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","289"
"utt-290","Apa itu Emerald?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","290"
"utt-291","Bagaimana aturan akses Emerald dari luar kampus?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","291"
"utt-292","Bagaimana cara mencari dan mengunduh artikel di Emerald?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","292"
"utt-293","Apa itu ProQuest?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","293"
"utt-294","Bagaimana cara mengakses ProQuest dari luar institusi?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","294"
"utt-295","Apa saja fitur utama ProQuest?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","295"
"utt-296","Bagaimana cara mencari artikel di ProQuest?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","296"
"utt-297","Apa itu Ebook Central?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","297"
"utt-298","Bagaimana cara menggunakan Ebook Central?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","298"
"utt-299","Apa perbedaan jurnal, ebook, dan database e-resource?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","299"
"utt-300","Bagaimana cara memilih database jurnal yang sesuai kebutuhan?","perpustakaan_dan_jurnal","faq","Perpustakaan dan Jurnal","300"
"aug-payment-001","Saya ingin mengecek tagihan biaya kuliah.","pembayaran_dan_biaya","manual_augmentation","Augmentasi Manual",""
"aug-payment-002","Bagaimana mengetahui jumlah tagihan semester ini?","pembayaran_dan_biaya","manual_augmentation","Augmentasi Manual",""
"aug-payment-003","Pembayaran uang kuliah saya belum masuk.","pembayaran_dan_biaya","manual_augmentation","Augmentasi Manual",""
"aug-payment-004","Virtual account pembayaran kampus bisa dilihat di mana?","pembayaran_dan_biaya","manual_augmentation","Augmentasi Manual",""
"aug-payment-005","Apakah biaya kuliah dapat dicicil?","pembayaran_dan_biaya","manual_augmentation","Augmentasi Manual",""
"aug-payment-006","Kapan batas akhir pembayaran kuliah?","pembayaran_dan_biaya","manual_augmentation","Augmentasi Manual",""
"aug-payment-007","Bagaimana cara melakukan konfirmasi pembayaran kuliah?","pembayaran_dan_biaya","manual_augmentation","Augmentasi Manual",""
"aug-payment-008","Mengapa pembayaran kuliah saya belum terverifikasi?","pembayaran_dan_biaya","manual_augmentation","Augmentasi Manual",""
"aug-payment-009","Saya salah memasukkan nominal pembayaran kuliah.","pembayaran_dan_biaya","manual_augmentation","Augmentasi Manual",""
"aug-payment-010","Apakah pembayaran dapat dilakukan dari bank selain BNI?","pembayaran_dan_biaya","manual_augmentation","Augmentasi Manual",""
"aug-payment-011","Di mana saya dapat melihat riwayat pembayaran kuliah?","pembayaran_dan_biaya","manual_augmentation","Augmentasi Manual",""
"aug-sempro-001","Saya ingin mendaftar seminar proposal.","seminar_proposal","manual_augmentation","Augmentasi Manual",""
"aug-sempro-002","Dokumen apa yang diperlukan untuk pendaftaran sempro?","seminar_proposal","manual_augmentation","Augmentasi Manual",""
"aug-sempro-003","Bagaimana alur pengajuan seminar proposal?","seminar_proposal","manual_augmentation","Augmentasi Manual",""
"aug-sempro-004","Kapan jadwal sidang sempro diumumkan?","seminar_proposal","manual_augmentation","Augmentasi Manual",""
"aug-sempro-005","Siapa yang menentukan dosen penguji sempro?","seminar_proposal","manual_augmentation","Augmentasi Manual",""
"aug-sempro-006","Apakah mahasiswa boleh mengulang seminar proposal?","seminar_proposal","manual_augmentation","Augmentasi Manual",""
"aug-sempro-007","Bagaimana cara mengumpulkan revisi setelah sidang sempro?","seminar_proposal","manual_augmentation","Augmentasi Manual",""
"aug-service-001","Saya ingin menghubungi bagian akademik kampus.","layanan_akademik_dan_kontak","manual_augmentation","Augmentasi Manual",""
"aug-service-002","Ke mana saya harus bertanya tentang administrasi akademik?","layanan_akademik_dan_kontak","manual_augmentation","Augmentasi Manual",""
"aug-service-003","Bagaimana cara membuat pengaduan layanan akademik?","layanan_akademik_dan_kontak","manual_augmentation","Augmentasi Manual",""
"aug-service-004","Berapa nomor telepon layanan akademik UMB?","layanan_akademik_dan_kontak","manual_augmentation","Augmentasi Manual",""
"aug-service-005","Apakah bagian akademik melayani mahasiswa secara online?","layanan_akademik_dan_kontak","manual_augmentation","Augmentasi Manual",""
"aug-service-006","Saya membutuhkan bantuan terkait portal akademik.","layanan_akademik_dan_kontak","manual_augmentation","Augmentasi Manual",""
"aug-service-007","Ke mana melaporkan kendala pelayanan akademik?","layanan_akademik_dan_kontak","manual_augmentation","Augmentasi Manual",""
"aug-policy-001","Di mana mahasiswa dapat membaca kebijakan kampus terbaru?","kebijakan_kampus","manual_augmentation","Augmentasi Manual",""
"aug-policy-002","Apakah ada aturan khusus perkuliahan selama kebijakan kerja dari rumah?","kebijakan_kampus","manual_augmentation","Augmentasi Manual",""
